post,Label,dialect,source
خذلان ارق خوف حزن ونفسي عقلي يسكت ما يحكي أشعر انه قلبي فيه هوا,depression,slang,facebook
ازاى اسيطر على نوبه الصرع اللى بتجيلى والرعشه وعدم القدرة على التنفس لما اتعصب وازع,depression,slang,facebook
انا بمووووت في اليوم خمسين مره و نفسي ربنا ياحدني,depression,slang,facebook
نا بموت بالبطئ حزيييينة أوى ونفسيتى متدمرة فوق الوصف,depression,slang,facebook
قلبى واجعنى جدا كل اما حد يتركني من اللى اسمهم اصدقائى شعور يقطع القلب لما حد يسيبنى لأسباب تافهة او بدون اسباب حتى بدون مشاكل,depression,slang,facebook
انا ما عنديش ثقة بالنفس حاسة دايما انى انا اقل واحدة لما اقعد مع حد,depression,slang,facebook
الواحد من كتر ما تعود ع التعب والزهق والنحس ومشاكل اليوميه مبقش بيحس بحاجه اصلا ودي حاجه مخيفه,depression,slang,facebook
حاسس ان كل حاجه بقت غريبه عايش حياه مش حياتي شعور بالغربه من كل حاجه والوحدة مش لاقي حد اتكلم ولا احكي,depression,slang,facebook
الكل يفتقد النسخة القديمة من نفسه رغم أنها كانت أضعف وأقل نُضجاً وأكثر غباءً لكنها كانت أكثر سعادة وراحة دائماً تبقى الطمأنينة أغلى شعور.,depression,slang,facebook
مضطربة جدا وحنتحر من الضغط انا مخنوقه اوي جدا انا من سن 18 لحد دلوقتي مشوفتش ايام حلوه انا سني دلوقتي 25 مشاكلي وهمومي مش مقتصره علي نفسي لا علي اهلي والمسؤوليه والشغل,depression,slang,facebook
وصلت لدرجة اني مش عايزة و مش طايقة اعمل حاجة ، و عايزة اهرب من كل حاجة,depression,slang,facebook
أنا متعب جدا من هذه الحياة ،،، متعب جدا لدرجة أنني أصبحت أشعر بآلام في القلب ،،، لا أريد معرفت المزيد ،،، رأسي سينفجر ،،،لا أعرف ما أريد ،،، لأن كل شئ ضاع مني,depression,slang,facebook
يف أتخلص من الخجل والانطوائية؟ كيف أكسر حاجز الخوف؟ اصبح الامر لا يحتمل و اصبت بالاكتئاب,depression,slang,facebook
انا عمري في حياتي م فرحت يمكن مرات تتعد عل الصوابع معرفش السبب ايه ، حاولت افرح نفسي كتير حتي والله م بلاقي حاولت احكي مع حد مش بلاقي حد يسمعني او اصلا مفيش ، بتصعب عليا نفسي كتير اوي اوي ، بقول يمكن ربنا عينلك حاجه حلوه ادام شويه ، بس مع طول الانتظار تعبت نفسيا جدا حتي وصلت لدرجه ان مبخرجش من البيت,depression,slang,facebook
أنا مدمر كليا ، ساعدوني,depression,slang,facebook
وحيداً للحد الذي لا أجد فيه من أُخبرُه أني لستُ بخير,depression,slang,facebook
انا ما عنديش ثقة بالنفس حاسة دايما انى انا اقل واحدة لما اكون قاعدة مع غيرى و ده مخليني اكره حياتي,depression,slang,facebook
لماذا أشعر أنني لا أعرف أن أتحدث بشكل مُلفت أو جذاب؟ يزعجني التلعثم عندما أتحدث ولا أعرف كيف أفتح موضوعًا. أشعر أني لا أملك كل مهارات الحوار ولم أكن كذلك على الإطلاق.,depression,slang,facebook
انا منهار و مدمر و مش باقي علي اي حاجه فالدنيا انا شفت اهانه و عقاب محدش شافهم فالدنيا و اضربت و اتبهدلت و اتمرمطت,depression,slang,facebook
مكسور من كل حاجه حواليا,depression,slang,facebook
طالع عين امي وزهقت من كل حاجه ونفسي أمسك حد افضل اضرب فيه لحد ما اهدي بس,depression,slang,facebook
ضاقت اوي تعبت من الدنيا واللي فيها مفيش راحة,depression,slang,facebook
مفيش رغبة اني اعمل حاجة ولا بقى في حاجة تبسطني وحاسس اني مهما حققت من امنيات كله بلح,depression,slang,facebook
عارف انتا احساس لما تبقي خايف من تقصيرك في حق ربنا و لوحدك ومكتئب وبعيد عن اهلك ودموعك تنزل ع مخدتك في صمت تام عشان محدش يحس بيك وسط الناس ، وتحس أن يكون جواك كل يوم حاجه بتتكسر ، تحس انك بتتقطع من جواك ومش عارف علاج لنفسك من كم الاسباب اللي اللي مخلياك كده ، انتا بس نفسك تصرخ وتطلع اللي انتا سايبه يدبح جواك,depression,slang,facebook
كل شئ ليس علي ما يرام حتي من كان صديقي لم يعد حدائق سوداء تحت عيني يسقيها الحزن وأهات مكتومه بداخلي لا تسمعها سوي نفسي يظهر عليا الصبر اما بداخلي يقتلني الجلد والبكاء علي حالي ونفسي .,depression,slang,facebook
انا عايز انتحر اتخنقة من الدنيا والناس,depression,slang,facebook
عمرك حسيت إنك مكسور وضعيف ومهزوز وفاقد الثقة في نفسك واحيانا لما بتتعصب وتقعد تتهته وتصعب عليك  نفسك مش عشان الموقف ..لا,depression,slang,facebook
عشان ضعفك وهشاشتك ساعتها وارتجافك فتعيط علي حالك؟!,depression,slang,facebook
كل حاجة رافضاني ليه.!؟,depression,slang,facebook
تعبت وجبتي أخري وأول مره احس اني مش قادر اسيطر على نفسي كدا وحاسس أن اني هعمل حاجه ف نفسي,depression,slang,facebook
هو ايه الهدف من العيشة في الحياة دي وانت لوحدك؟ انا بمشي في الشارع لوحدي واقعد قبل ما انام افتكر حاجات قديمة كنت غلطان فيها واقول يارتني وياريتني وياسلام لو الزمن يرجع بيا هعمل وهعمل وبقعد اكلم نفسي انا حااسس اني خلاص تعبان وعايز انهي حياتي اللي بلا فائدة ولا قيمة دي,depression,slang,facebook
انا موصلتش لحاجة من اللى حلمت بيه وصحيت بعد عمر على فشل كبير تقديرى صفر فى مجمل حياتى,depression,slang,facebook
م عارفه انام م الصداع والعياط,depression,slang,facebook
حاسه ان الدنيا كلها اتقفلت ف وشي مفيش حاجه عدله تخلي الواحد يكمل,depression,slang,facebook
قيقي الفترة دي صعبة جدا ومش قادرة اتخطاها وحيدة والحزن بياكل قلبي ، الموت كتر من حواليا وخايفه ييجي الدور علي ناس مش مستعدة اخسرهم دلوقتي,depression,slang,facebook
مشتتة و تايهة و نفسيتي متدمرة و نفسي اهرب و ابعد عن كل الناس,depression,slang,facebook
يحاول اكمل برغم من ان كل الظروف ضدي برغم مني بحاول اجمع نفسي بنفسي ولوحدي لانه أكيد همكل حتى لو مش عايزة ده,depression,slang,facebook
مكسور نفسي لدرجة لو حد يعرفها يبكي بدل الدموع دم والله على حالي,depression,slang,facebook
نفسي احس بالامان والسلام مش عيزه للخوف ف حياتي مكان,depression,slang,facebook
فى أقصى مراحل التعب و الاحباط,depression,slang,facebook
مخنوووووووووووقة اوي ومبقاش عندي لا حماس وشغف ولا حب لاي اي حاجة حتي شغلي اللي كنت بحبو بقي بالنسبالي عادي اني اخسره,depression,slang,facebook
فتره صعبه توهان خوف قلق تشتت عدم رغبه في اي حاجه اكتئاب توتر قله ثقه بالنفس ولكن مطلوب مني اني اكمل مش قادره,depression,slang,facebook
ممكن تدعولي لان حزن الدنيا كله في قلبي,depression,slang,facebook
ازاي تتغلبوا علي شعور انكم ملكوش لازمه ف الدنيا ولا فايده,depression,slang,facebook
تتغلبو على الاكتئاب ازاى وعدم الرغبة فى الحياة وفقد الشغف لكل حاجة ؟ فضلت اكتم جوايا لغاية ماانهارت ومش عارفة ابطل عياط ولا عارفة اعيش خالص اول مرة احس بالضعف دة كنت طول الوقت بحاول اكون قوية لكن خلاص فقدت السيطرة,depression,slang,facebook
انا بجد تعبان اوى ونفسيتي تعباني اوووى وللاسف مليش  حد اعمل ايه والله تعبان لدرجه انى ممكن اموت نفسي في اي وقت تعبان والله تعبان,depression,slang,facebook
جماعة انا بقا مفيش حاجة تبسطني ولا اي حاجة لا فلوس ولا فسح ولا هدوم ولا اي حاجة حياتي فاضيه مش قادر اكمل فى اي حاجة حتي لو مسلسل او فيلم معنديش شغف لاي حاجة بحاول اركز فى حياتي مش قادرانا حرفيا مافيش حد فى حياتي لا اصحاب ولا احباب ولا قرايب نا عايش في صراع مع نفسي كل يوم بتعملوا ايه عشان ترجعوا تحسوا انكم عايشين,depression,slang,facebook
انا واخد القرار وعارف هنفذ ازاي نفسي الاقي حل للأفكار الانتحاريه المش عايزه تروح دي مش قادر اكمل خلاص .,depression,slang,facebook
جوايا دوشه اوي كل حاجه بقيت صعبه بالنسبالي التعامل مع اقرب الناس بقي صعب مبقتش راضيه عن نفسي ولا راضية عن حد بس فعلا َكل حاجه بقت مش مريحه الوقت الوحيد ال بلقي فيه الراحه ونا ساكته ولوحدي او ونا فاصله عن الدنيا كل مكان بقي مش مريح ولا ال فيه مريحين,depression,slang,facebook
التفكير المفرط للا إرادي اتعاملتو معاه ازاي؟!! ولا هنموت بيه,depression,slang,facebook
انا نفسيًا مش تمام خالص مش عارف اعيش لوحدي باختصار يعني ، مفيش صحاب يساعدوني ع اني ارجع شغفي من تاني ، او بمعني اوضح انا معنديش صحاب اصلا ، انا يومي كله لوحدي والله ، غير كدا نفسيتي المدمره دي ، اثرت علي باقي جوانب الحياه,depression,slang,facebook
نفسي اموت بجد نفسي,depression,slang,facebook
إحساس بالتوهان.لا ده مكاني ولا دي حياتي ولا دي أحلامي . حقيقي فترة صعبة جداً,depression,slang,facebook
انا تعبت اوى ياجماعه انا بموووت مش قادره استحمل والله,depression,slang,facebook
لاقتني مرة واحدة ساكتة كإن طاقتي خلصت، أهلي بيكلموني برد عليهم بالعافية، فضلت أعيط حوالي ساعة من غير سبب واضح!,depression,slang,facebook
عايزة اساعد نفسي لان حياتي اتدمرت وبقيت مبعملش حاجة غير النوم,depression,slang,facebook
أنا أسف يا أصدقاء..الوضع بيزيد إرهاق..الوحدة قاتلة..و الناس قاتلة..المخدر و المهدئ مبقاش يكفي..تقريبا ساعات معدودة و هيكون الفيلم البايخ ده إنتهي..بعلن إستسلامي و تركت ليكوا شوية كتابات و دعوات لربنا لكل شخص دعمني بتعليق..ممتن ليكوا..أتمنالكوا السلام..أتمنالكوا عالم خالي من الوحوش..عالم خفيف علي قلوبكم و جميل...علي الأرجح عالم أفضل من عالمي..السلام,depression,slang,facebook
اناا تعباانه قوووي نفسيتي بقت صفر من الوحده اللي اناا فيهاا مش عاارفه اعمل ايه ديما حزينه وبعيط مش بناام حتي مش بجوع عشان اعرف أكل أدعولي بالله عليكم الأكتئاب دمرني,depression,slang,facebook
اية الحل فى التفكير الكتير و القلق من اللى هيحصل و المستقبل توتر طول اليوم و قلق و خوف حتى من رنة الموبايل الموضوع زايد معايا اوى الفترة دى حد كان كدا و اتعالج أو عرف يغير تفكيره دماغى تعبت,depression,slang,facebook
انا مخنوقه وتعبانه من كل حاجه مش قادره اتحمل من كتر تفكيري في حاجات صعب احكيها فكرت كذا مره ف الانتحار مش بقدر اكمل وحاليا بعيده عن ربنا,depression,slang,facebook
كل حاجه لسه ماشية عكس بس الحمدلله,depression,slang,facebook
مفيش حاجه ماشيه صح ف حياتي والحمدلله,depression,slang,facebook
مخنوق من حياتي بطريقة صعبة اوي كل شوية كنت بقنع نفسي أن كل حاجة ممكن تتعدل لكن مفيش حاجة بتتغير...فشل في الشغل وفشل في الحياة عموما بشكل عام...انا زهقت من حياتي خلاص,depression,slang,facebook
بتمنى ربنا يجبر بخاطري وينصرني على كم الاذيه في حياتي والحمدلله على كل حال,depression,slang,facebook
مخنوق شويه والله بحاول ابقي حاجه واوصل لهدفي عمري مكنت اتخيل اني هبقي كده في يوم من الايام الحمدلله على كل حال,depression,slang,facebook
انا بالرغم من اني فعلا عملت انجازات بس مش حاسة بيها حاسة ع طول بالخزي والضعف ومش عارفة اعمل حاجة بجد تعبانة وحتاجة ضربة حظ ف حيااااااتي حرفيا,depression,slang,facebook
قلبي موجوع جدا وبفكر في الموت كل ثانيه اتمني ينتهي عذابي ده بأي شكل,depression,slang,facebook
انا جوايا غضب و اكتئاب لدرجة أنه مبقاش ليا نفس اصحي من النوم و كل ما اصحي افضل ف السرير لحد ما ازهق وانام تاني,depression,slang,facebook
اوقات بحس اني خلاص جبت اخري من كل. حاجه حواليا انا نفسيتي ف الارض انا هش من جوا برغم اني من برا قوي لدرجه اني محدش بيحن عليا عشان دايما شايفني قوي مع اني ضغيف جدا جدا بس الظاهر بيخدع انا. تعبان اوي,depression,slang,facebook
