post,label,source,dialect
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
﴿ لاَ تَحْزَنْ إِنّ اللّهَ مَعَنَا ﴾ '❥ . نسأل الله عز وجل أن يفرجها علينا و على المسلمين و يلبسنا لباس الصحة و العافية . بحفظ الله يا بلادي.#رسائل_إيجابية_في_زمن_الكورونا,normal,Data_World,slang
"نسبة 6% من الحالات الي تم تشخيصها مصابة. مقارنة بنتائج البارحة 11% مصابين تعتبر نتيجة اليوم أفضل. 
#بشروا_ولا_تنفروا",normal,Data_World,slang
"الله يرفع عنا هذا الوباء ونسأل الله أن يحفظ بلادي قطر وجميع بلاد المسلمين

باذن الله سنتجاور هذه الازمة بدعاء والعمل

شكرا لكم",normal,Data_World,slang
"الحمدالله على كل حال

والمعنويات عاليه 

وكلنا ثقه بالله ثم بحكومتنا 

اهم شي عدم الخوف والتوتر والقلق 

وقريبا بإذن الله تنحل الازمة ",normal,Data_World,slang
"الحمدلله الامور للافضل وللانحسار فالجهود جباره على جميع المستويات ، فعلا مسؤولية تقع على عاتق الجميع فالكل مشارك في زحف المرض اذا اجتهد في نفسه واهل بيته والتزم الجديه وعدم الاستهتار فسلامتك هي سلامتي شعار موفق
",normal,Data_World,slang
إغلاق المحال وإيقاف جميع الأنشطة التجارية يومي الجمعة والسبت ويستثنى من ذلك محال المواد الغذائية والتموينية والصيدليات والمطاعم التي تقدم الطلبات الخارجية، وتتولى وزارة التجارة والصناعة تحديد الأنشطة الأخرى الضرورية .,normal,Data_World,slang
قرار صائب,normal,Data_World,slang
قرار صائب,normal,Data_World,slang
بصراحة شكرا لكل شخص يخدم هاذا الوطن الغالي صدق جهودهم ومغامرتهم في مخالطه الناس الله يعطيهم الصحة والعافيه والله يجزاهم الف خير هاذا جهد جبار الله يحفظهم ويكون في عونهم وتعدي هالمرحلة بخير .,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
اللهم لك الحمد من قبل ومن بعد. نفع الله بجهودكم . ويبقى الدور الاهم على المجتمع #خلك_في_البيت ومن اجل سلامتك بأذن الله وسلامة المجتمع و #لأجل_قطر_خلك_فالبيت,normal,Data_World,slang
الحمدلله .. تحسن واضح ..,normal,Data_World,slang
الحمد لله أعداد المتعافين في ازدياد والحالات الإيجابية في نقصان .. نرجو السلامة للجميع والشفاء للمرضى والله يرحم الوفيات,normal,Data_World,slang
"جهود جبارة تقوم بها دولتنا الحبيبة قطر نرجو الله الخير للجميع وان يزيح هذه الغمة عن قطر وعن سائر بلاد المسلمين
",normal,Data_World,slang
الحمدلله العدد كل يوم اقل من قبله. الله يشفي الجميع,normal,Data_World,slang
الحمدالله أعداد الإصابات قاعد يقل وأعداد حالات الشفاء قاعد يزيد اللهم ارفع البلاء عنا #فيروس_كورونا #سلامتك_هي_سلامتي #قظر,normal,Data_World,slang
اللهم لك الحمد نسبة الشفاء ارتفعت .. اللهم لك الحمد والشكر يارب,normal,Data_World,slang
الحمدلله عدد الاصابات ماشي في تنازل ربنا يرفع الوباء و البلاء و يشفي جميع المرضي,normal,Data_World,slang
الحمدلله معناه خطتكم ممتازه الله يقويكم ويجزيكم خير,normal,Data_World,slang
الحمد لله ابتدء ينزل العدد يعطيكم العافية ويشفي الجميع,normal,Data_World,slang
نسال الله الشفاء العاجل لهم و ان شاء الله مع الوقت نصل الى الصفر بفضل مجهودكم,normal,Data_World,slang
"الأرقام. بالنزول.  الشكر لله. وللجهود الطبيه
",normal,Data_World,slang
الحمدلله في انخفاض,normal,Data_World,slang
"ممتاز الاعداد فى تنازل وحالات شفاء الحمد لله كثير مع.  فحص عدد جدا كبير
",normal,Data_World,slang
"الحمد لله والله يشفي جميع المرضى
",normal,Data_World,slang
زين حلو ان شاء الله يقلون لين م نسمع اي اصابه جديده بس حالات شفاء,normal,Data_World,slang
انا في رأي الشخصي المتواضع اقترح ان يتم تطبيق حجر كامل لمدة اسبوعين فقط ٢٤ ساعه الناس في بيوتها وباذن الله سوف يتم السيطره هلى الموضوع كله,normal,Data_World,slang
في الغالب بالنسبة لدول الخليج تكدس العمالة في أماكن ضيقة ومتقاربة يعتبر سبب مهم لزيادة الحالات !!,normal,Data_World,slang
الخلل في الاجانب و الاغلبية التكدسات العمالية (احنا هل قطر بكل صراحة نقدر انقول و انقر اننا ملتزمين حسب التعليمات الرسمية بكل جدية و صدق) فقط نرجوا رحمة الله تنزل على البلاد و العباد,normal,Data_World,slang
المخالطة وكثرة الوافدين هما السبب والله يحفظ الدوحة وشعبها,normal,Data_World,slang
الاردن ماشاء الله عدد الحالات صفر ، انا افضل حظر كامل افضل ونخلص,normal,Data_World,slang
#فيروس_كورونا تسبب في توطيد العلاقات الأُسرية فيما بين الآباء والأّمهات والأبناء ! وقلّل من حالات الطلاق وجمع الكثير من الأُسر التي كانت تُعاني من التشتت والإهمال والتباعد سواء من الأب أو الأم .. ورُبَّ ضارةٍ نافعة ! ( لا تدري لعلّ الله يُحدث بعد ذلك أمرًا ),normal,Data_World,slang
الحمدلله ان التباعد الاجتماعي - بسبب جائحة كورونا- قابله تقارب اسري .مم شكل فرصة للحوار ورفع مقدار القلق الايجابي والاحساس العميق لتكسير الخوف بين جميع افراد الاسرة ،الامر الذي مم شانه ان يولدطاقة فياضة بالحميمية و المحبة .,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
59 حالة شفاء خلال 24 ساعة مؤشر جيد جدآ، وهذا يدل على ان الإصابات يتم كشفها في وقت مبكر ولذلك يسهل السيطره عليها وبفضل الله ثم بفضل القائمين على الأمر تشفى سريعآ,normal,Data_World,slang
"اللهم اكشف عنا البلاء والوباء وربنا يحفظ الجميع تفائلوا بالخير تجدوه ان شاء الله
",normal,Data_World,slang
تفائلوا بالله خير .. أنا عند ظن عبدي بي ،، إنه على كل شي قدير ،، بشّروا ولاتنفّروا .. والله الجماعة مش مقصرين وشغالين على مدار الساعة والله يعطيهم العافية جميعا .. وإن شاء الله قريب يجينا الفرج من رب العالمين ,normal,Data_World,slang
أسأل الله سبحانه وتعالى أن يرفع عنا هذا البلاء وأن يبعد عننا كل شر، وبإذن الله الفرج قريب تفائلوا واحسن الظن بالله,normal,Data_World,slang
"اللهم لك الحمد حالات الشفاء تزيد يوميًا 
في حاله تعادل حلات الشفاء مع الإصابات هنا نقدر نقول تم السيطرة ع الفيروس
",normal,Data_World,slang
تعمل الوزارة على تكثيف الحملات التفتيشية على كافة الأسواق والانشطة التجارية بالدولة، وذلك في ظل الظروف الاستثنائية التي تشهدها دولة قطر والتي تحتاج إلى تكاتف الجهود وتضافرها.,normal,Data_World,slang
عساكم عالقوة,normal,Data_World,slang
الله يقويكم هذا الصح ونتمنى الاستمرارية,normal,Data_World,slang
الله يعطيكم العافية ويقويكم.,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
"شكراً لكم على الجهود المبذولة
",normal,Data_World,slang
"هذا هو الرد .ايش الردود اللي لا تزيد سوي روح الهزيمة.الكل لم يقصر..وزارة الصحة مع إدارة الأزمة يعملون علي قدم وساق ويبحثون عن المستحيل لإنقاذ سلامة الأرواح.اشكرهم علي الاقل وساعد في الحل.وقل خيرا أو اصمت.
",normal,Data_World,slang
حظر تجوال حظر تجوال حظر تجوال حظر تجوال حظر تجوال حظر تحوال,normal,Data_World,slang
الحمدالله على كل حال والمعنويات عالية ومابعد الضيق الا الفرج وكلنا ثقه بالله ثم بقيادتنا الحكيمة ل الازمة والحمدالله على قضاء الله وقدره,normal,Data_World,slang
نوجه إشادة قلبية لوزارة الداخلية على الجهود التي تبذلها بكل إخلاص في سبيل نشر الوعي المجتمعي بأسلوب راقي خاصة في هذه المرحلة الحساسة ودورها اللامحدود في نشر الأمن والأمان في كافة المجتمع القطري .. تحية إجلال وإحترام لجميع منتسبي هذه الوزارة العريقة.,normal,Data_World,slang
الله يعطيكم العافيه ويبارك فيكم والله انكم فخر وفوق الراس انت في الصفوف الأولى ديما,normal,Data_World,slang
والله طول عمركم ناس ١٠/١٠ ربنا يعينكم ويعطيكم العافيه,normal,Data_World,slang
بلد جميلة ومنظمة ومحترمة وشعبها كويس وحسن المعاملة وووووو كتير أعانكم الله,normal,Data_World,slang
الارتفاع الملحوظ في حالات الإصابة الجديدة يعود إلى ارتفاع قدرة الوزارة على تتبع السلاسل الانتقالية لفيروس #كورونا وتوسيع دائرة البحث بالإضافة إلى إجراء فحوصات استباقية لمجموعات من المخالطين,normal,Data_World,slang
الله يعينكم ما قصرتم، وجزاكم الله خيرا,normal,Data_World,slang
عساكم على القوة. شكر الله سعيكم,normal,Data_World,slang
البعض يطالب بفرض حظر التجول ، لن يغير من المسألة شيء ، لان اغلب الحالات هي من الفئة العمالية ، وبالتالي حظر التجول لن يكون له اثر ، لان من سيتوقف عن التجول هم في الاساس الفئة الغير المصابة والملتزمة بالارشادات .,normal,Data_World,slang
كلام صحيح بنظر تركيبة سكانية بالدول وحجم المشاريع العملاقه اغلب الحالات من الفئة العمالية والوافدين يعملون في المشاريع،وهم من يختلطون مع بعض في الموصلات وباصات نقل الشركات وسكن ويشتركون في الخدمات وطعام والعمل،ولذلك حظر التجول لاينفع مدام لايوجد التزام من هذي الفئة العمالية!!,normal,Data_World,slang
حظر تجوال لمده اسبوع او عشرة ايام وان شالله راح نقضي على الانتشار باذن الله,normal,Data_World,slang
حظر كامل احنا بلاد حجمها صغير بس افعالها كبيره التكاتف وتلاحم وحظر تام بنقدر خل قلوبنا على بعض لا احد يفكر في بيته فكر في قطر كامله هي بيتك,normal,Data_World,slang
الملاحظ هذه الايام الازدحام في محلات الاواني ومحلات الاثاث ، نحن في حاجة لزيادة عدد ساعات المحلات لا تقليصها ، تقليص عدد الساعات جاء بنتائج عكسية وتسبب في ازدحامات ، مثلاً اغلاقات يومي الجمعة والسبت تسبب بازدحامات يوم الاحد ، مراجعة وتقييم القرارات ضروري في هذه الازمة .,normal,Data_World,slang
من قبل ما يطلع القرار والله توقعت هي النتيجة !! تقليص عدد الساعات رح يضغط الناس بوقت محدد َبالتالي رح يصير إزدحام!,normal,Data_World,slang
والله تقليص اوقات العمل مامنه فايده راح تسبب زحمه قويه وقت مايفتح يا تخلي اوقات العمل مثل ماهي او تسكر خير شر,normal,Data_World,slang
اسوء شي قرار الاغلاق يوم الجمعه والسبت هلا الناس تهجم على المحلات يوم الاحد,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
قرارات ممتازة من مجلس الوزراء بالزامية ارتداء الكمامات من قبل المتسوقين ، الموظفين المتعاملين مع الجمهور ، وايضا المراجعين ، ستحد باذن الله من انتشار الفايروس .,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الحمدلله الفحوصات اكثر والمتعافين اكثر ولا وفيات اليوم. انظروا للنواحي الايجابيه. والله يعطيهم العافيه على جهودهم وزارة الصحة,normal,Data_World,slang
ملاحظة بالنسبة لزيادة الاصابات السبب يعود لزيادة عدد الاشخاص الي تم فحصهم عددهم 3445 شخص والعدد طبيعي وثابت مقارنة بالامس شكرا وزارة الصحة العامة .,normal,Data_World,slang
مجلس الوزراء يقرر أن يلتزم المتسوقون بارتداء #الكمامات قبل دخولهم إلى محال بيع المواد الغذائية والتموينية وأثناء التسوق، وعلى المسؤولين عن هذه المحال اتخاذ الإجراءات اللازمة بعدم السماح بدخول أي متسوق لا يلتزم بذلك,normal,Data_World,slang
احسن قرار ونعم القرار,normal,Data_World,slang
الحمد لله كنا ننتظر هذه الخطوة,normal,Data_World,slang
الله يقويكم وهذا ما يثلج صدرنا,normal,Data_World,slang
سعادة لولوة الخاطر: دولة #قطر تعتبر من أقل الدولة في الوطن العربي في نسبة الوفيات ومن الأقل في العالم مقارنة بعدد الإصابات,normal,Data_World,slang
مساعيكم مشكورة وهذا العهدفيكم ماتقصرون الله يحمي قطر وسائر بلاد المسلمين,normal,Data_World,slang
ماشالله,normal,Data_World,slang
الحمد الله الحمد الله والله هي دائما خرجاتها تطمإننا صراحة حفظها الله إتقان جميل للغة القرآن,normal,Data_World,slang
جزاها الله كل خير على كلامها المطمئن,normal,Data_World,slang
الحمدالله,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الله يشافي الجميع، ويشملنا برحمته، وقل لن يصيبنا إلا ما كتبه الله لنا.,normal,Data_World,slang
الحمدلله مافيه وفيات والمرضى بيشافيهم الله وبيرفع هالوباء. وكل الدعاء لمن يقوم بالجهد في هذه الظروف ثقوا اننا نقدر جهودكم وندعو لكم انتم كالمرابط على الجبهة الله لايحرمكم الاجر,normal,Data_World,slang
اخواني ازدياد العدد شيء طبيعي وشيء طيب. وشرحوا الاسباب. بكل شفافية. يجب ان يزيد العدد في هذه الفترة. الى ان يصل البيك او القمة. بعد ذلك ان شاء الله يبدا في النزول والسريع ان شاء الله الى ( الصفر) ومن ثم تعود الامور الى الاوضاع الطبيعية. والحظر. في هذه الفترة. خطوة سلبية ١/٢,normal,Data_World,slang
عطونا معلومات دقيقة مثل وزارة الصحة الكويتية!,normal,Data_World,slang
الحل هو اجراء حظر كامل وتوزيع الطاقم الطبي بالمنازل للكشف ع جميع سكان الدوله للتاكد من عدم وجود انتشار المرض داخل المانزل وبي كدا تقدرو تسيطرو ع انتشار الكورنا وربنا اشفي جميع سكن قطر والعالم اجمع يارب,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
قواكم الله .. ارتفاع الحالات طبيعي والله يعدي هالذروة على خير . الحمدلله عدد الوفيات لا يزال في المعدل الأقل على مستوى العالم و ان شاء الله كل المرضى يتشافون . بشروا فهي سياسة ديننا قبل اي شي,normal,Data_World,slang
الحمدالله دائماً وابدا ١٢٠ حاله شفاء خلال ٢٤ ساعه .. مبشر بالخير .. والله يشفى الجميع,normal,Data_World,slang
حقيقة لم اعد استوعب تأخر بعض القرارات منذ اكثر من شهر والناشطين الاجتماعين وثلة من الكتاب ينادون بتطبيق لبس الكمامات التي ظهر الإلزام بلبسها منذ عدة أيام ، كذلك حظر التجول الذي يطالب فيه المجتمع منذ اكثر من شهر ولم يطبق حتى الآن على الرغم من انه خطوة مهمة ، اللهم نور بصيرتهم 🤲,normal,Data_World,slang
انا استغرب من الي جالسين ينتقدو وزارة الصحه مع انها مش الجهه المكلفه بتنفيذ تعليمات التباعد و غيرها محسابة وزارة الصحه يكون على العنايه الصحيه الي تقدم للمصابين و عدد الوفيات و هذا برايي الافضل بالعالم بغير منازع والله ان جهودهم جباره و يشكرو عليها,normal,Data_World,slang
جهود جباره تشكر عليها الدوله بزيادة عدد الفحوصات ، الله يعطيكم العافيه والله يبعد عنا الوباء وعن المسلمين,normal,Data_World,slang
الاصابات في العمالة الوافده لاترجع فقط لعدم وعيهم لشروط الصحة العامة بل بسبب تكدسهم في سكن صغير بسبب الايجارات العاليه سواء كانوا على كفالة الاشخاص او الشركات لان كل شي متعلق باشياء اخرى الناس العاديين جالسين ببيوتهم لانها تكفيهم اما غير القادرين فينحشرون كلهم في اماكن ضيقه,normal,Data_World,slang
المنحنى في ارتفاع ، وحسب التصريحات اننا في مرحلة الذروة ، نتمنى ان يستقيم المنحنى ثم يبدأ بالهبوط ، لعل عامل درجة الحرارة يلعب دور في تخفيض الاعداد .,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
بحول الله تنقص الأعداد ما بين الامس و اليوم ثبات و نتفائل بانحسار مع تقدم الايام اللهم اشف مرضانا,normal,Data_World,slang
و لله الحمد قطر في المرتبة قبل الاخير كاقل دولة فيها وفيات ب معدل 0.09 وتفوقت علينا سنغافورة بمعدل 0.08 ونسال الله ان يديم هذه النعمة,normal,Data_World,slang
"تهون بإذن الله

والله لو بلغت الاصابة مليون ما شككنا أن الله أرحم بنا من امهاتنا .

سيرحمنا ربنا وتنقشع الغمة ونعود لمساجدنا ومدارسنا وأعمالنا وتجتمع الاحباب باذن الذي كتب على نفسه الرحمة

اطمأنوا 
والمؤمن وقور لا يهمل ولا يهول

وعلينا بالدعاء 

يارب رحمتك",normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
الحمدلله قاعد يقل العدد تدريجياً باذن الله المسألة مسألة وقت مثل مازاد تدريجياً بينزل تدريجياً تفائل بالخير,normal,Data_World,slang
ملاحضين ان الارقام صارت تنقص وتتقلص يالله يارب اللهم ارفع البلاء والوباء عن عبادك المستضعفين في مشارق الارض ومغاربها,normal,Data_World,slang
زي ما اتوقعت يوم امس الحمدالله الارقام عم تنزل يوم بعد يوم وفي نقطه مهـمه موضوع الحراره لهـا تآثير كبير على الڤيروس ، اليوم الحراره في الدوحه ٤١.,normal,Data_World,slang
الناس تقول الحمد لله واثنى على حمدا وشكرا لانها من جنود تعلى وتهبط بامر الله ليس بيد الاجهزه الطبيه اول التنفيذية شي غير الصبر لما اختاره الله لنا والحمد لله اولا واخيرا,normal,Data_World,slang
الحمد لله اقل من امس بأكثر من ٣٠ حالة وان شاء الله بكرة يقل اكثر,normal,Data_World,slang
الحمدلله رب العالمين .. باذن الله يقل العدد اكثر كلنا متفائلين فيكم والله يوفقكم 🙏,normal,Data_World,slang
"لليوم الثاني على التوالي عدد حالات اقل وبدون تسجيل وفيات وأكبر عدد حالات شفاء يومي كلها مؤشرات إيجابية الحمد لله ، يتبقى ان يوضح البيان أماكن الاصابات وطبيعة المصابين بشكل توضيحي مفصل كما تفعل باقى الدول الخليجية .
",normal,Data_World,slang
الحمدالله اعداد حاللات الشفاء قاعدة تزيد وهذا مؤشر طيب والله يرفع البلاء عنا,normal,Data_World,slang
الحمدلله تعافي 109 مصاب ليرتفع إجمالي المتعافين 1243 ولليوم ال8 لا تسجل حالة وفاة واحدة وهذا فضل من الله ومنه . عساكم على القوة ونقدر ونثمن مجهودات الكادر الطبي خط الدفاع الأول ويبقى عليكم إداريا توضيح بعض الأمور للشعب في مؤتمر صحفي يومي نرجوا ذلك,normal,Data_World,slang
الحمد لله على كل حال ومن المفرح أنه لا وفيات منذ أيام نسأل الله أن يمن بالشفاء العاجل على المصابين ويحفظنا من كل داء,normal,Data_World,slang
اللهم لك الحمد .. الله يعطيكم العافيه ياخط الدفاع الاول ،، الحمدلله بدأت الارقام بالانحسار .. اللهم بشرنا برفع الوباء عاجلا غير آجلا .. تفائلوا بالخير,normal,Data_World,slang
الحمدلله,normal,Data_World,slang
في نزول ولله الحمد بدأ ينحسر الفايروس باذن الله,normal,Data_World,slang
الحمدلله. وشاكرين ومقدرين جهود وزارة الصحة. وباذن الله وبالتزامنا بينتهي هذا الوباء,normal,Data_World,slang
الحمددددالله مجهود يشكرون عليه قطر ان عدد الوفيات جدا جدا قليل مقارنه بالدول الثانيه ...شكرا ابطال الصحه,normal,Data_World,slang
اجتمعت اليوم العائلة بدفء بعد تشتتها بسبب ظروف عمل الاب والام وانشغال الابناء بالدراسة لساعات طويلة ،، فهل سنشهد بعد ازمة #كورونا تغييرات تنصب لصالح استمرار لم شمل العائلة ..,normal,Data_World,slang
قبل أزمة كورونا كنا نجتمع على الغدا كل جمعه والحين يومين نجتمع و لله الحمد نشتغل من بعد والعمل ماشي والامور طيبه نتمنى تقليل ساعه العمل بعد انتهاء ازمه كورونا وتقليل ساعة التمدرس .. نتمنى نرجع مثل قبل المدارس يطلعون الساعة 12:30 وموظفين الحكومة الساعة 1,normal,Data_World,slang
"رغم قساوة كورونا الا إن الحسنه الوحيده منه لم شمل الاسرة في يوم كامل وكل يوم واستغلال وقت الفراغ بما يفيد للجميع..

نتمنى تعديل الحياة مابعد كورونا وانه يتم تقليل ساعات العمل للجميع وتقليل ساعات الدراسه وايامها للطلبه..

لتقوية الروابط الاسرية وهي أساس المجتمع.",normal,Data_World,slang
من ناحية أخرى تمامآ .. كورونا خدمنا خدمة سنين نتمناها ، جمعنا ب أهل بيتنا لمدة طويلة ، رجعنا لأيام ماقبل التكنولوجيا ، صار فيه تواصل أسري قوي وشديد ، أظهر لنا أمكانية إنجاز المعاملات والتعليم عن بعد فالحمدلله الذي لايحمد على مكروه سواه,normal,Data_World,slang
والله اخوي حسن كارونا جددت الحياه رغم انه وباء الا انه استطاع ان يجمع شمل العائلات رجوع المراة الى دورها الحقيقي من ادارة البيت والابناء عاد الزوج للتكاتف مع الاسرة,normal,Data_World,slang
اكتشفت انه الفيروس هذا جاء بكل خييير كله ايجابيات ماعدا كونه مرض .... الحمدلله على كل النعم ... الحمدلله والف الحمدلله,normal,Data_World,slang
#في_ازمة_كورونا_اكتشفت قوة وعظمة وتميز بلادي #قطر ووقوفها صامدة في الأزمات بفضل الله سبحانه وتعالي,normal,Data_World,slang
قيمة العمل قيمة الحياة قيمة الصحة قيمة الاهل والاصحاب كل شي قيمته لايقدر بثمن,normal,Data_World,slang
الدراسة والعمل عن بعد is effective,normal,Data_World,slang
الكرونا مثل الحصار ، اثبت ان قطر دولة قوية ..,normal,Data_World,slang
نقدر ننجز وننجز وننجز ثم نبدع في العمل عن بعد,normal,Data_World,slang
#في_ازمة_كورونا_اكتشفت نقدر نخلص أغلب معاملاتنا وإجراءاتنا عن طريق التواصل الالكتروني عشان نتجنب الانتظار وزحمة الشوارع ..إلخ,normal,Data_World,slang
ان البيت نعمه الاسرة مترابطة نعمه الصحه نعمه و في كثير نعم كنا غافلين عنها.. اللهم لك الحمد والشكر على جميع النعم,normal,Data_World,slang
نعمة الهدوء النفسي و التطهير للعقل و القلب و الجسد من كلام الناس و المظاهر,normal,Data_World,slang
اني اشتغل في البيت اكثر من الدوام حتى في الويكند اشتغل,normal,Data_World,slang
اغلى نعمة هي نعمة تجمع العائله في في بيت واحد محيط بالامان والاستقرار وكلن قايم بواجبه ع أكمل وجه ومرتاح البال والضمير,normal,Data_World,slang
اكتشفت اني صبورة وماقمت أتحلطم + اكتشفت عندي هوايات مدفونة + عرفت انظم وقتي لأنشطة مختلفة وصار عندي وقت أكثر ,normal,Data_World,slang
"الحمدلله ..

جلست مع عيالك اكثر 
اكتشفت شخصياتهم اكثر 
اكتشفوا فيك جوانب اكثر 
وقتك معاهم اكثر 
سمعت لهم وتعمقت معاهم اكثر تفهمت شخصياتهم اكثر 
تعلموا منك جوانب ايجابية اكثر
صار عندك تحكم في اعصابك اكثر
كل اهل بيتك وجودهم معاك اكثر 

جانب ايجابي من #أزمة_كورونا",normal,Data_World,slang
يهيب مجلس الوزراء المواطنين والمقيمين البقاء في منازلهم وعدم الخروج إلا في حالات الضرورة ،،,normal,Data_World,slang
اقسم بالله الحظر هو القرار السليم وهو ما يقلل من انتشار الفيروس،،،، عسي الله يحمي العالم اجمع,normal,Data_World,slang
الداخليه ماقصرت في تثقيف الفئه العماليه بطرق الوقاية من فايروس كورونا شفتهم في الجمعيه محافظين على المساحه ولابسين القفاز والماسك عددهم قل مع الحظر .. افضل من قبل,normal,Data_World,slang
"اليوم في #عزبة_سمسمه انتبهنا لأصوات مكبرات الصوت تقدم نصائح للعمالة بلغاتهم 
عمل جبار من #الشرطة_المجتمعية_فرع_الخور مع #وزارة_الثقافة حيث قاموا بالمرور على #جميع_العزب وتوزيع المنشورات والقفازات وهي ليست المرة الأولى لهم وبدون أي إعلام 
كل الشكر لما يقدموه لوطننا الغالي",normal,Data_World,slang
شكرا على الشفافيه والوضوح شكرا على الدقة في اجراء الفحوصات شاكرين ومقدرين كل الجهود المبذوله وعهدا علينا ان نكون عونا لكم بالالتزام التام بكل مايصدر من توجيهات,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
اليوم بتقدروا تقولوا الأعداد ابتدت تنزل لأن عدد الفحوصات كبير، الله يرحم اللي توفوا ويعافي المصابين ويبعد عنا هالوباء ويفرج عن هالبلد,normal,Data_World,slang
"معدل الوفيات في قطر بسبب الفايروس منخفض جدا عالميا بالنسبة لإعداد المصابين من مجمل ما تم فحصهم إلى الآن قرابة ال100 الف وبرغم تزايد أعداد المصابين وهو أيضا المرتفع جدا عالميا وفقا لعدد السكان . 
قلة عدد الوفيات مؤشر نجاح الاستراتيجية 
رحم الله المتوفين .",normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
"ابشروا الاعداد بدأت تنخفض اللهم لك الحمد
",normal,Data_World,slang
وزاره الصحه قايمه بشغلها باكمل وجهه وافضل من الدول الثانيه بالعكس هم يتصلون علينا ياخذون نصايح مننا,normal,Data_World,slang
عدد حالات الشفاء في ازدياد 130 حالة في يوم هذا يدعو للتفاؤل وخبر اعتماد علاج في أمريكا أثبت نجاحه في الحالات الحرجة هذا يدعو للتفاؤل وتصريح الصحة أن الغالبية العظمى من المصابين في قطر عندهم أعراض خفيفة هذا يدعو للتفاؤل فتفاءلوا فالخير قادم بإذن الله,normal,Data_World,slang
اثبت النظام الصحي في قطر قوته في أزمة كورونا فتلقي إصابات بأعداد كبيره كل يوم يثبت إمكانية قطر الصحية في الاستعداد لهذه الإصابات آلاف الإصابات في الحجر الصحي تتلقى رعايه صحيه باهتمام وحالات الشفاء في ازدياد وما نسمعه من الذين خرجوا من الحجر يدعوا للفخر والاعتزاز,normal,Data_World,slang
صحيح وبكل جداره واستحقاق مقارنه مع الدول العظمى خارجيا وهذا ليس بالاختبار السهل وهو الاول من نوعه عالميا ونشكر الله على ذلك وعلى جهود القياده الرشيده والكادر الطبي والجهات الامنيه ونسال الله ان يديم علينا الامن والامان ويرفع عنا الوباء,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
بالرغم من الاعداد المرتفعة (شي متوقع لغياب اغلاق تام) لكن نسبة الوفيات قليلة جداً لأن 94% من المصابين هم دون 55 عام و 89% من الحالات هي حالات خفيفة. الله يشفي الجميع.,normal,Data_World,slang
من وجهة نظري اننا بحاجة لاعادة النظر في بعض الاجراءات ، انتشار الفايروس قد يستمر لوقت طويل ، لابد من تخفيف بعض الاجراءات الخاصة بخروج العائلات ، سواء للبر او البحر ، بما انها نفس العائلة وعدم وجود اختلاط مع عائلة اخرى ، لا يوجد مايمنع من ذلك ، توضع شروط معينة لاستخدام الشواطئ .,normal,Data_World,slang
المفروض يصير حظر كامل شامل لمدة أسبوعين متواصلين و بعد ذلك فتح البلد بصورة شبه طبيعة.. غير ذلك ستطول القصة,normal,Data_World,slang
آخر مستجدات مرض فيروس كورونا في قطر ,normal,Data_World,slang
اهم شيء القطاع الصحي يستحمل ،، واصابة عدد كبير من العمال في الموجة الاولى الكورونا شيء ايجابي حتى تكون عندهم مناعة ولا تتكرر هذه الاعداد في اي موجة ثانية من الكورونا .,normal,Data_World,slang
من باب مسؤوليتي تجاه وطني #نطالب_بحظر_تجول_في_قطر ريتويت اذا موافق #كلنا_قطر ومازلنا في منتصف الطريق,normal,Data_World,slang
اللهم لك الحمد رقم كبير يدل على اننا سنشهد هبوط في اعداد المصابين في الايام القادمة خلك متفائل,normal,Data_World,slang
تفاءلوا وهذا ان دل ع شيء يدل على تتبعهم لسلاسل انتقال المرض .. عز ياقطرنا .. وعز ياحكومتنا .. وبارك الله في القطاع الصحي كاملاً .,normal,Data_World,slang
الوزارة تخالف 8 شركات بمناطق مختلفة في الدولة وذلك لعدم الالتزام باشتراطات السلامة والصحة المهنية بموقع السكن ، وعدم ارتداء الكمامات اثناء العمل ومخالفة السعة الاستيعابية للركاب ٥٠٪ في الحافلة.,normal,Data_World,slang
